"","Source","Target","Type","weight","book"
"65","Alliser-Thorne","Stannis-Baratheon","Undirected",3,"3"
"66","Amory-Lorch","Gregor-Clegane","Undirected",3,"3"
"67","Amory-Lorch","Jaime-Lannister","Undirected",3,"3"
"68","Amory-Lorch","Oberyn-Martell","Undirected",6,"3"
"757","Anguy","Arya-Stark","Undirected",15,"3"
"767","Anguy","Beric-Dondarrion","Undirected",4,"3"
"772","Anguy","Greenbeard","Undirected",9,"3"
"804","Anguy","Lem","Undirected",22,"3"
"814","Anguy","Sandor-Clegane","Undirected",3,"3"
"854","Arstan","Belwas","Undirected",25,"3"
"863","Arstan","Daenerys-Targaryen","Undirected",29,"3"
"973","Arya-Stark","Beric-Dondarrion","Undirected",23,"3"
"982","Arya-Stark","Bran-Stark","Undirected",9,"3"
"993","Arya-Stark","Brynden-Tully","Undirected",4,"3"
"1001","Arya-Stark","Catelyn-Stark","Undirected",3,"3"
"1011","Arya-Stark","Cersei-Lannister","Undirected",6,"3"
"1022","Arya-Stark","Dunsen","Undirected",3,"3"
"10310","Arya-Stark","Eddard-Stark","Undirected",6,"3"
"1042","Arya-Stark","Elmar-Frey","Undirected",4,"3"
"1052","Arya-Stark","Gendry","Undirected",46,"3"
"106","Arya-Stark","Greenbeard","Undirected",9,"3"
"1071","Arya-Stark","Gregor-Clegane","Undirected",6,"3"
"1101","Arya-Stark","Ilyn-Payne","Undirected",3,"3"
"1111","Arya-Stark","Jaime-Lannister","Undirected",10,"3"
"1124","Arya-Stark","Joffrey-Baratheon","Undirected",10,"3"
"113","Arya-Stark","Jon-Snow","Undirected",9,"3"
"1142","Arya-Stark","Lem","Undirected",24,"3"
"1161","Arya-Stark","Meryn-Trant","Undirected",3,"3"
"1202","Arya-Stark","Polliver","Undirected",11,"3"
"1237","Arya-Stark","Rickon-Stark","Undirected",8,"3"
"1242","Arya-Stark","Robb-Stark","Undirected",14,"3"
"1252","Arya-Stark","Robert-Baratheon","Undirected",5,"3"
"1261","Arya-Stark","Roose-Bolton","Undirected",8,"3"
"1271","Arya-Stark","Sandor-Clegane","Undirected",48,"3"
"1285","Arya-Stark","Sansa-Stark","Undirected",23,"3"
"1322","Arya-Stark","Tyrion-Lannister","Undirected",7,"3"
"133","Axell-Florent","Davos-Seaworth","Undirected",21,"3"
"1352","Axell-Florent","Melisandre","Undirected",4,"3"
"139","Axell-Florent","Stannis-Baratheon","Undirected",16,"3"
"1491","Balon-Swann","Boros-Blount","Undirected",3,"3"
"1501","Balon-Swann","Jaime-Lannister","Undirected",5,"3"
"1512","Balon-Swann","Joffrey-Baratheon","Undirected",5,"3"
"1523","Balon-Swann","Loras-Tyrell","Undirected",6,"3"
"1542","Balon-Swann","Tyrion-Lannister","Undirected",4,"3"
"1572","Barristan-Selmy","Daenerys-Targaryen","Undirected",5,"3"
"1591","Barristan-Selmy","Jaime-Lannister","Undirected",4,"3"
"1611","Barristan-Selmy","Robert-Baratheon","Undirected",8,"3"
"1682","Belwas","Daenerys-Targaryen","Undirected",28,"3"
"1791","Beric-Dondarrion","Gendry","Undirected",4,"3"
"1802","Beric-Dondarrion","Gregor-Clegane","Undirected",3,"3"
"1832","Beric-Dondarrion","Joffrey-Baratheon","Undirected",3,"3"
"1841","Beric-Dondarrion","Lem","Undirected",14,"3"
"1853","Beric-Dondarrion","Sandor-Clegane","Undirected",15,"3"
"1923","Boros-Blount","Cersei-Lannister","Undirected",4,"3"
"1932","Boros-Blount","Jaime-Lannister","Undirected",6,"3"
"1941","Boros-Blount","Loras-Tyrell","Undirected",5,"3"
"1953","Boros-Blount","Meryn-Trant","Undirected",6,"3"
"1972","Boros-Blount","Tyrion-Lannister","Undirected",6,"3"
"1982","Bowen-Marsh","Cotter-Pyke","Undirected",3,"3"
"1991","Bowen-Marsh","Denys-Mallister","Undirected",5,"3"
"2002","Bowen-Marsh","Donal-Noye","Undirected",4,"3"
"2015","Bowen-Marsh","Eddison-Tollett","Undirected",3,"3"
"2031","Bowen-Marsh","Janos-Slynt","Undirected",10,"3"
"2041","Bowen-Marsh","Jeor-Mormont","Undirected",8,"3"
"205","Bowen-Marsh","Jon-Snow","Undirected",5,"3"
"2071","Bowen-Marsh","Samwell-Tarly","Undirected",7,"3"
"208","Bran-Stark","Catelyn-Stark","Undirected",3,"3"
"2101","Bran-Stark","Eddard-Stark","Undirected",7,"3"
"211","Bran-Stark","Hodor","Undirected",71,"3"
"2124","Bran-Stark","Joffrey-Baratheon","Undirected",3,"3"
"2132","Bran-Stark","Jojen-Reed","Undirected",48,"3"
"2142","Bran-Stark","Jon-Snow","Undirected",13,"3"
"2152","Bran-Stark","Jon-Umber-(Greatjon)","Undirected",3,"3"
"2183","Bran-Stark","Rickon-Stark","Undirected",31,"3"
"2192","Bran-Stark","Robb-Stark","Undirected",18,"3"
"2202","Bran-Stark","Samwell-Tarly","Undirected",11,"3"
"2211","Bran-Stark","Sansa-Stark","Undirected",10,"3"
"2292","Brienne-of-Tarth","Catelyn-Stark","Undirected",7,"3"
"230","Brienne-of-Tarth","Cersei-Lannister","Undirected",5,"3"
"2312","Brienne-of-Tarth","Cleos-Frey","Undirected",12,"3"
"2322","Brienne-of-Tarth","Elmar-Frey","Undirected",6,"3"
"233","Brienne-of-Tarth","Jaime-Lannister","Undirected",87,"3"
"2341","Brienne-of-Tarth","Loras-Tyrell","Undirected",6,"3"
"2361","Brienne-of-Tarth","Robb-Stark","Undirected",5,"3"
"2375","Brienne-of-Tarth","Roose-Bolton","Undirected",11,"3"
"2382","Brienne-of-Tarth","Sansa-Stark","Undirected",5,"3"
"2395","Brienne-of-Tarth","Tyrion-Lannister","Undirected",4,"3"
"2422","Bronn","Cersei-Lannister","Undirected",8,"3"
"2432","Bronn","Gregor-Clegane","Undirected",4,"3"
"244","Bronn","Joffrey-Baratheon","Undirected",3,"3"
"245","Bronn","Lollys-Stokeworth","Undirected",3,"3"
"2471","Bronn","Oberyn-Martell","Undirected",4,"3"
"2486","Bronn","Podrick-Payne","Undirected",17,"3"
"2502","Bronn","Tyrion-Lannister","Undirected",32,"3"
"2532","Brynden-Tully","Catelyn-Stark","Undirected",5,"3"
"2542","Brynden-Tully","Edmure-Tully","Undirected",6,"3"
"2561","Brynden-Tully","Robb-Stark","Undirected",12,"3"
"2621","Catelyn-Stark","Cersei-Lannister","Undirected",4,"3"
"2631","Catelyn-Stark","Cleos-Frey","Undirected",4,"3"
"2661","Catelyn-Stark","Eddard-Stark","Undirected",7,"3"
"2671","Catelyn-Stark","Edmure-Tully","Undirected",18,"3"
"268","Catelyn-Stark","Elmar-Frey","Undirected",5,"3"
"2691","Catelyn-Stark","Hoster-Tully","Undirected",16,"3"
"270","Catelyn-Stark","Jaime-Lannister","Undirected",19,"3"
"2722","Catelyn-Stark","Jeyne-Westerling","Undirected",13,"3"
"2731","Catelyn-Stark","Joffrey-Baratheon","Undirected",3,"3"
"2741","Catelyn-Stark","Jon-Umber-(Greatjon)","Undirected",10,"3"
"2751","Catelyn-Stark","Lothar-Frey","Undirected",3,"3"
"2762","Catelyn-Stark","Lysa-Arryn","Undirected",15,"3"
"2791","Catelyn-Stark","Petyr-Baelish","Undirected",6,"3"
"2821","Catelyn-Stark","Robb-Stark","Undirected",48,"3"
"2851","Catelyn-Stark","Roose-Bolton","Undirected",10,"3"
"2881","Catelyn-Stark","Sansa-Stark","Undirected",11,"3"
"289","Catelyn-Stark","Stannis-Baratheon","Undirected",4,"3"
"2911","Catelyn-Stark","Tyrion-Lannister","Undirected",7,"3"
"2942","Cersei-Lannister","Dunsen","Undirected",6,"3"
"2951","Cersei-Lannister","Eddard-Stark","Undirected",6,"3"
"2961","Cersei-Lannister","Elia-Martell","Undirected",4,"3"
"2982","Cersei-Lannister","Gregor-Clegane","Undirected",7,"3"
"299","Cersei-Lannister","Ilyn-Payne","Undirected",8,"3"
"300","Cersei-Lannister","Jaime-Lannister","Undirected",35,"3"
"3012","Cersei-Lannister","Joffrey-Baratheon","Undirected",44,"3"
"3021","Cersei-Lannister","Kevan-Lannister","Undirected",5,"3"
"3041","Cersei-Lannister","Lysa-Arryn","Undirected",4,"3"
"3051","Cersei-Lannister","Mace-Tyrell","Undirected",6,"3"
"3071","Cersei-Lannister","Margaery-Tyrell","Undirected",6,"3"
"3082","Cersei-Lannister","Meryn-Trant","Undirected",13,"3"
"3092","Cersei-Lannister","Oberyn-Martell","Undirected",9,"3"
"3121","Cersei-Lannister","Polliver","Undirected",6,"3"
"3131","Cersei-Lannister","Pycelle","Undirected",4,"3"
"3152","Cersei-Lannister","Robert-Baratheon","Undirected",14,"3"
"3162","Cersei-Lannister","Sandor-Clegane","Undirected",5,"3"
"3171","Cersei-Lannister","Sansa-Stark","Undirected",21,"3"
"318","Cersei-Lannister","Shae","Undirected",4,"3"
"3213","Cersei-Lannister","Tyrion-Lannister","Undirected",54,"3"
"3262","Chett","Jeor-Mormont","Undirected",6,"3"
"3291","Chett","Samwell-Tarly","Undirected",4,"3"
"3331","Cleos-Frey","Jaime-Lannister","Undirected",25,"3"
"3371","Clydas","Jon-Snow","Undirected",10,"3"
"338","Clydas","Samwell-Tarly","Undirected",6,"3"
"340","Cotter-Pyke","Denys-Mallister","Undirected",14,"3"
"3411","Cotter-Pyke","Eddison-Tollett","Undirected",3,"3"
"3421","Cotter-Pyke","Jon-Snow","Undirected",3,"3"
"345","Cotter-Pyke","Samwell-Tarly","Undirected",10,"3"
"346","Cotter-Pyke","Stannis-Baratheon","Undirected",5,"3"
"348","Craster","Eddison-Tollett","Undirected",3,"3"
"3491","Craster","Gilly","Undirected",16,"3"
"350","Craster","Grenn","Undirected",3,"3"
"3511","Craster","Jeor-Mormont","Undirected",8,"3"
"3521","Craster","Jojen-Reed","Undirected",3,"3"
"3531","Craster","Jon-Snow","Undirected",7,"3"
"3541","Craster","Mance-Rayder","Undirected",6,"3"
"3551","Craster","Samwell-Tarly","Undirected",32,"3"
"3581","Daario-Naharis","Daenerys-Targaryen","Undirected",15,"3"
"3602","Daario-Naharis","Irri","Undirected",3,"3"
"3702","Daenerys-Targaryen","Irri","Undirected",17,"3"
"3812","Daenerys-Targaryen","Robert-Baratheon","Undirected",8,"3"
"3841","Dalla","Jon-Snow","Undirected",6,"3"
"3851","Dalla","Mance-Rayder","Undirected",10,"3"
"3881","Davos-Seaworth","Edric-Storm","Undirected",19,"3"
"3902","Davos-Seaworth","Joffrey-Baratheon","Undirected",10,"3"
"393","Davos-Seaworth","Melisandre","Undirected",40,"3"
"3991","Davos-Seaworth","Stannis-Baratheon","Undirected",52,"3"
"4002","Denys-Mallister","Eddison-Tollett","Undirected",3,"3"
"4011","Denys-Mallister","Janos-Slynt","Undirected",3,"3"
"4042","Denys-Mallister","Samwell-Tarly","Undirected",14,"3"
"4132","Donal-Noye","Jeor-Mormont","Undirected",4,"3"
"4142","Donal-Noye","Jon-Snow","Undirected",33,"3"
"4162","Donal-Noye","Mance-Rayder","Undirected",3,"3"
"418","Donal-Noye","Stannis-Baratheon","Undirected",4,"3"
"4191","Dontos-Hollard","Joffrey-Baratheon","Undirected",10,"3"
"4221","Dontos-Hollard","Petyr-Baelish","Undirected",4,"3"
"4231","Dontos-Hollard","Sansa-Stark","Undirected",13,"3"
"424","Dontos-Hollard","Tyrion-Lannister","Undirected",7,"3"
"4312","Dunsen","Gregor-Clegane","Undirected",11,"3"
"4321","Dunsen","Ilyn-Payne","Undirected",6,"3"
"4331","Dunsen","Joffrey-Baratheon","Undirected",6,"3"
"4342","Dunsen","Meryn-Trant","Undirected",6,"3"
"4352","Dunsen","Polliver","Undirected",9,"3"
"4372","Dunsen","Sandor-Clegane","Undirected",7,"3"
"4431","Eddard-Stark","Gregor-Clegane","Undirected",3,"3"
"4441","Eddard-Stark","Jaime-Lannister","Undirected",6,"3"
"4451","Eddard-Stark","Joffrey-Baratheon","Undirected",3,"3"
"4461","Eddard-Stark","Jon-Snow","Undirected",4,"3"
"4471","Eddard-Stark","Rickon-Stark","Undirected",8,"3"
"4481","Eddard-Stark","Robb-Stark","Undirected",13,"3"
"4492","Eddard-Stark","Robert-Baratheon","Undirected",7,"3"
"4501","Eddard-Stark","Sandor-Clegane","Undirected",4,"3"
"4511","Eddard-Stark","Sansa-Stark","Undirected",6,"3"
"4531","Eddard-Stark","Tyrion-Lannister","Undirected",3,"3"
"4541","Eddison-Tollett","Grenn","Undirected",13,"3"
"4551","Eddison-Tollett","Jeor-Mormont","Undirected",5,"3"
"4581","Eddison-Tollett","Samwell-Tarly","Undirected",15,"3"
"4601","Edmure-Tully","Elmar-Frey","Undirected",3,"3"
"4611","Edmure-Tully","Hoster-Tully","Undirected",11,"3"
"4621","Edmure-Tully","Jaime-Lannister","Undirected",4,"3"
"4632","Edmure-Tully","Lothar-Frey","Undirected",4,"3"
"4651","Edmure-Tully","Robb-Stark","Undirected",34,"3"
"4711","Edric-Storm","Robert-Baratheon","Undirected",3,"3"
"4731","Edric-Storm","Stannis-Baratheon","Undirected",6,"3"
"4741","Elia-Martell","Gregor-Clegane","Undirected",7,"3"
"4751","Elia-Martell","Jaime-Lannister","Undirected",4,"3"
"4761","Elia-Martell","Oberyn-Martell","Undirected",9,"3"
"4782","Elia-Martell","Tyrion-Lannister","Undirected",6,"3"
"4831","Elmar-Frey","Jaime-Lannister","Undirected",6,"3"
"4841","Elmar-Frey","Robb-Stark","Undirected",9,"3"
"4851","Elmar-Frey","Roose-Bolton","Undirected",3,"3"
"4931","Garlan-Tyrell","Joffrey-Baratheon","Undirected",6,"3"
"4952","Garlan-Tyrell","Loras-Tyrell","Undirected",6,"3"
"4961","Garlan-Tyrell","Sansa-Stark","Undirected",5,"3"
"4972","Garlan-Tyrell","Tyrion-Lannister","Undirected",11,"3"
"5031","Gendry","Greenbeard","Undirected",3,"3"
"5062","Gendry","Lem","Undirected",9,"3"
"508","Gendry","Robert-Baratheon","Undirected",3,"3"
"5091","Gendry","Sandor-Clegane","Undirected",5,"3"
"5141","Gilly","Jojen-Reed","Undirected",3,"3"
"5152","Gilly","Jon-Snow","Undirected",8,"3"
"5161","Gilly","Mance-Rayder","Undirected",6,"3"
"5182","Gilly","Samwell-Tarly","Undirected",35,"3"
"5231","Greenbeard","Lem","Undirected",12,"3"
"5272","Gregor-Clegane","Ilyn-Payne","Undirected",7,"3"
"5281","Gregor-Clegane","Jaime-Lannister","Undirected",7,"3"
"5292","Gregor-Clegane","Joffrey-Baratheon","Undirected",9,"3"
"5302","Gregor-Clegane","Meryn-Trant","Undirected",6,"3"
"5312","Gregor-Clegane","Oberyn-Martell","Undirected",39,"3"
"5321","Gregor-Clegane","Polliver","Undirected",11,"3"
"5341","Gregor-Clegane","Robb-Stark","Undirected",4,"3"
"5351","Gregor-Clegane","Sandor-Clegane","Undirected",10,"3"
"537","Gregor-Clegane","Tyrion-Lannister","Undirected",23,"3"
"5392","Grenn","Jeor-Mormont","Undirected",7,"3"
"5401","Grenn","Jon-Snow","Undirected",30,"3"
"5441","Grenn","Samwell-Tarly","Undirected",43,"3"
"5541","Hareth-(Moles-Town)","Jon-Snow","Undirected",8,"3"
"5591","Harma","Jarl","Undirected",3,"3"
"5601","Harma","Jon-Snow","Undirected",7,"3"
"5612","Harma","Mance-Rayder","Undirected",10,"3"
"5622","Harma","Rattleshirt","Undirected",5,"3"
"578","Hodor","Jojen-Reed","Undirected",24,"3"
"5801","Hoster-Tully","Jaime-Lannister","Undirected",4,"3"
"5811","Hoster-Tully","Lothar-Frey","Undirected",5,"3"
"5821","Hoster-Tully","Lysa-Arryn","Undirected",6,"3"
"5831","Hoster-Tully","Robb-Stark","Undirected",4,"3"
"590","Ilyn-Payne","Joffrey-Baratheon","Undirected",9,"3"
"5911","Ilyn-Payne","Meryn-Trant","Undirected",6,"3"
"592","Ilyn-Payne","Polliver","Undirected",5,"3"
"5941","Ilyn-Payne","Sandor-Clegane","Undirected",5,"3"
"5962","Ilyn-Payne","Tyrion-Lannister","Undirected",6,"3"
"6021","Jaime-Lannister","Joffrey-Baratheon","Undirected",21,"3"
"6031","Jaime-Lannister","Lem","Undirected",6,"3"
"6041","Jaime-Lannister","Loras-Tyrell","Undirected",24,"3"
"6051","Jaime-Lannister","Lysa-Arryn","Undirected",3,"3"
"6061","Jaime-Lannister","Meryn-Trant","Undirected",9,"3"
"607","Jaime-Lannister","Oberyn-Martell","Undirected",3,"3"
"6101","Jaime-Lannister","Renly-Baratheon","Undirected",9,"3"
"6121","Jaime-Lannister","Robb-Stark","Undirected",17,"3"
"613","Jaime-Lannister","Robert-Baratheon","Undirected",18,"3"
"6151","Jaime-Lannister","Roose-Bolton","Undirected",17,"3"
"6172","Jaime-Lannister","Sansa-Stark","Undirected",9,"3"
"6191","Jaime-Lannister","Stannis-Baratheon","Undirected",6,"3"
"6221","Jaime-Lannister","Tyrion-Lannister","Undirected",33,"3"
"6281","Janos-Slynt","Jon-Snow","Undirected",10,"3"
"6291","Janos-Slynt","Mance-Rayder","Undirected",6,"3"
"6311","Janos-Slynt","Samwell-Tarly","Undirected",7,"3"
"6322","Janos-Slynt","Stannis-Baratheon","Undirected",4,"3"
"6331","Janos-Slynt","Tyrion-Lannister","Undirected",5,"3"
"6341","Jarl","Jon-Snow","Undirected",21,"3"
"6351","Jarl","Mance-Rayder","Undirected",8,"3"
"6361","Jarl","Rattleshirt","Undirected",6,"3"
"6412","Jeor-Mormont","Jon-Snow","Undirected",19,"3"
"6452","Jeor-Mormont","Samwell-Tarly","Undirected",23,"3"
"6481","Jeor-Mormont","Tyrion-Lannister","Undirected",4,"3"
"649","Jeyne-Westerling","Lothar-Frey","Undirected",4,"3"
"6501","Jeyne-Westerling","Robb-Stark","Undirected",21,"3"
"6562","Joffrey-Baratheon","Jon-Snow","Undirected",4,"3"
"657","Joffrey-Baratheon","Kevan-Lannister","Undirected",11,"3"
"658","Joffrey-Baratheon","Loras-Tyrell","Undirected",12,"3"
"6591","Joffrey-Baratheon","Mace-Tyrell","Undirected",10,"3"
"6602","Joffrey-Baratheon","Mance-Rayder","Undirected",5,"3"
"6611","Joffrey-Baratheon","Margaery-Tyrell","Undirected",44,"3"
"662","Joffrey-Baratheon","Melisandre","Undirected",4,"3"
"6631","Joffrey-Baratheon","Meryn-Trant","Undirected",12,"3"
"6661","Joffrey-Baratheon","Oberyn-Martell","Undirected",8,"3"
"670","Joffrey-Baratheon","Petyr-Baelish","Undirected",8,"3"
"6711","Joffrey-Baratheon","Polliver","Undirected",6,"3"
"6721","Joffrey-Baratheon","Pycelle","Undirected",9,"3"
"674","Joffrey-Baratheon","Renly-Baratheon","Undirected",5,"3"
"675","Joffrey-Baratheon","Robb-Stark","Undirected",14,"3"
"676","Joffrey-Baratheon","Robert-Baratheon","Undirected",9,"3"
"6771","Joffrey-Baratheon","Sandor-Clegane","Undirected",16,"3"
"678","Joffrey-Baratheon","Sansa-Stark","Undirected",53,"3"
"6801","Joffrey-Baratheon","Shae","Undirected",3,"3"
"682","Joffrey-Baratheon","Stannis-Baratheon","Undirected",17,"3"
"6851","Joffrey-Baratheon","Tyrion-Lannister","Undirected",95,"3"
"6891","Jojen-Reed","Samwell-Tarly","Undirected",10,"3"
"695","Jon-Snow","Mance-Rayder","Undirected",83,"3"
"696","Jon-Snow","Melisandre","Undirected",9,"3"
"702","Jon-Snow","Rattleshirt","Undirected",23,"3"
"7031","Jon-Snow","Robb-Stark","Undirected",12,"3"
"7041","Jon-Snow","Robert-Baratheon","Undirected",5,"3"
"7061","Jon-Snow","Samwell-Tarly","Undirected",50,"3"
"7091","Jon-Snow","Stannis-Baratheon","Undirected",12,"3"
"720","Jon-Umber-(Greatjon)","Robb-Stark","Undirected",15,"3"
"737","Kevan-Lannister","Pycelle","Undirected",3,"3"
"738","Kevan-Lannister","Sansa-Stark","Undirected",5,"3"
"7401","Kevan-Lannister","Tyrion-Lannister","Undirected",11,"3"
"7501","Lem","Sandor-Clegane","Undirected",5,"3"
"756","Lollys-Stokeworth","Shae","Undirected",5,"3"
"759","Lollys-Stokeworth","Tyrion-Lannister","Undirected",8,"3"
"761","Loras-Tyrell","Margaery-Tyrell","Undirected",10,"3"
"764","Loras-Tyrell","Renly-Baratheon","Undirected",8,"3"
"765","Loras-Tyrell","Sansa-Stark","Undirected",13,"3"
"766","Loras-Tyrell","Tyrion-Lannister","Undirected",10,"3"
"770","Lothar-Frey","Robb-Stark","Undirected",12,"3"
"771","Lothar-Frey","Roose-Bolton","Undirected",3,"3"
"780","Lysa-Arryn","Petyr-Baelish","Undirected",29,"3"
"782","Lysa-Arryn","Robert-Baratheon","Undirected",3,"3"
"783","Lysa-Arryn","Sansa-Stark","Undirected",35,"3"
"785","Lysa-Arryn","Tyrion-Lannister","Undirected",6,"3"
"787","Mace-Tyrell","Margaery-Tyrell","Undirected",5,"3"
"788","Mace-Tyrell","Oberyn-Martell","Undirected",15,"3"
"791","Mace-Tyrell","Sansa-Stark","Undirected",9,"3"
"792","Mace-Tyrell","Stannis-Baratheon","Undirected",5,"3"
"793","Mace-Tyrell","Tyrion-Lannister","Undirected",15,"3"
"801","Mance-Rayder","Rattleshirt","Undirected",12,"3"
"802","Mance-Rayder","Samwell-Tarly","Undirected",10,"3"
"812","Margaery-Tyrell","Renly-Baratheon","Undirected",6,"3"
"813","Margaery-Tyrell","Sansa-Stark","Undirected",34,"3"
"815","Margaery-Tyrell","Tyrion-Lannister","Undirected",10,"3"
"826","Melisandre","Samwell-Tarly","Undirected",7,"3"
"828","Melisandre","Stannis-Baratheon","Undirected",38,"3"
"831","Meryn-Trant","Polliver","Undirected",5,"3"
"833","Meryn-Trant","Sandor-Clegane","Undirected",5,"3"
"834","Meryn-Trant","Sansa-Stark","Undirected",3,"3"
"836","Meryn-Trant","Tyrion-Lannister","Undirected",5,"3"
"847","Oberyn-Martell","Sansa-Stark","Undirected",3,"3"
"848","Oberyn-Martell","Tyrion-Lannister","Undirected",41,"3"
"869","Petyr-Baelish","Robb-Stark","Undirected",6,"3"
"871","Petyr-Baelish","Roose-Bolton","Undirected",3,"3"
"872","Petyr-Baelish","Sansa-Stark","Undirected",31,"3"
"873","Petyr-Baelish","Tyrion-Lannister","Undirected",14,"3"
"878","Podrick-Payne","Sansa-Stark","Undirected",7,"3"
"879","Podrick-Payne","Tyrion-Lannister","Undirected",27,"3"
"882","Polliver","Sandor-Clegane","Undirected",19,"3"
"883","Polliver","Sansa-Stark","Undirected",3,"3"
"886","Pycelle","Tyrion-Lannister","Undirected",12,"3"
"911","Renly-Baratheon","Robert-Baratheon","Undirected",4,"3"
"912","Renly-Baratheon","Sansa-Stark","Undirected",4,"3"
"913","Renly-Baratheon","Stannis-Baratheon","Undirected",17,"3"
"914","Renly-Baratheon","Tyrion-Lannister","Undirected",5,"3"
"921","Rickon-Stark","Robb-Stark","Undirected",13,"3"
"922","Rickon-Stark","Sansa-Stark","Undirected",7,"3"
"927","Robb-Stark","Roose-Bolton","Undirected",11,"3"
"930","Robb-Stark","Sansa-Stark","Undirected",17,"3"
"931","Robb-Stark","Stannis-Baratheon","Undirected",4,"3"
"936","Robb-Stark","Tyrion-Lannister","Undirected",15,"3"
"943","Robert-Baratheon","Sandor-Clegane","Undirected",5,"3"
"944","Robert-Baratheon","Sansa-Stark","Undirected",3,"3"
"945","Robert-Baratheon","Stannis-Baratheon","Undirected",7,"3"
"947","Robert-Baratheon","Tyrion-Lannister","Undirected",8,"3"
"953","Roose-Bolton","Tyrion-Lannister","Undirected",6,"3"
"966","Samwell-Tarly","Stannis-Baratheon","Undirected",18,"3"
"967","Sandor-Clegane","Sansa-Stark","Undirected",8,"3"
"970","Sandor-Clegane","Tyrion-Lannister","Undirected",4,"3"
"971","Sansa-Stark","Shae","Undirected",8,"3"
"974","Sansa-Stark","Tyrion-Lannister","Undirected",78,"3"
"983","Shae","Tyrion-Lannister","Undirected",23,"3"
"990","Stannis-Baratheon","Tyrion-Lannister","Undirected",7,"3"
"517","Brynden-Tully","Jaime-Lannister","Undirected",22,"45"
"718","Brynden-Tully","Catelyn-Stark","Undirected",3,"45"
"918","Brynden-Tully","Edmure-Tully","Undirected",15,"45"
"1316","Cersei-Lannister","Jaime-Lannister","Undirected",62,"45"
"1510","Cersei-Lannister","Jon-Snow","Undirected",3,"45"
"1612","Cersei-Lannister","Robert-Baratheon","Undirected",36,"45"
"187","Cersei-Lannister","Margaery-Tyrell","Undirected",73,"45"
"2111","Cersei-Lannister","Myrcella-Baratheon","Undirected",8,"45"
"2210","Cersei-Lannister","Petyr-Baelish","Undirected",7,"45"
"2310","Cersei-Lannister","Doran-Martell","Undirected",3,"45"
"2515","Cersei-Lannister","Gyles-Rosby","Undirected",18,"45"
"2710","Cersei-Lannister","Loras-Tyrell","Undirected",24,"45"
"2912","Cersei-Lannister","Stannis-Baratheon","Undirected",14,"45"
"3214","Cersei-Lannister","Gregor-Clegane","Undirected",10,"45"
"3711","Cersei-Lannister","Joffrey-Baratheon","Undirected",24,"45"
"3813","Cersei-Lannister","Tyrion-Lannister","Undirected",41,"45"
"403","Cersei-Lannister","Dunsen","Undirected",7,"45"
"41","Cersei-Lannister","Eddard-Stark","Undirected",3,"45"
"4512","Cersei-Lannister","High-Sparrow","Undirected",35,"45"
"4610","Cersei-Lannister","Ilyn-Payne","Undirected",10,"45"
"4910","Cersei-Lannister","Kevan-Lannister","Undirected",19,"45"
"5010","Cersei-Lannister","Mace-Tyrell","Undirected",20,"45"
"5812","Cersei-Lannister","Pycelle","Undirected",15,"45"
"664","Cersei-Lannister","Daenerys-Targaryen","Undirected",3,"45"
"72","Jaime-Lannister","Robert-Baratheon","Undirected",16,"45"
"745","Jaime-Lannister","Margaery-Tyrell","Undirected",10,"45"
"784","Jaime-Lannister","Loras-Tyrell","Undirected",10,"45"
"864","Jaime-Lannister","Tyrion-Lannister","Undirected",19,"45"
"885","Jaime-Lannister","Kevan-Lannister","Undirected",9,"45"
"895","Jaime-Lannister","Mace-Tyrell","Undirected",5,"45"
"925","Jaime-Lannister","Pycelle","Undirected",10,"45"
"1151","Aegon-Targaryen-(son-of-Rhaegar)","Tyrion-Lannister","Undirected",23,"45"
"117","Aegon-Targaryen-(son-of-Rhaegar)","Daenerys-Targaryen","Undirected",11,"45"
"1191","Aegon-Targaryen-(son-of-Rhaegar)","Haldon","Undirected",14,"45"
"1212","Aegon-Targaryen-(son-of-Rhaegar)","Jon-Connington","Undirected",16,"45"
"1225","Aegon-Targaryen-(son-of-Rhaegar)","Lemore","Undirected",10,"45"
"1243","Aegon-Targaryen-(son-of-Rhaegar)","Rolly-Duckfield","Undirected",11,"45"
"1303","Aemon-Targaryen-(Maester-Aemon)","Alleras","Undirected",4,"45"
"1319","Aemon-Targaryen-(Maester-Aemon)","Clydas","Undirected",12,"45"
"1324","Aemon-Targaryen-(Maester-Aemon)","Dareon","Undirected",5,"45"
"1332","Aemon-Targaryen-(Maester-Aemon)","Gilly","Undirected",20,"45"
"1342","Aemon-Targaryen-(Maester-Aemon)","Jon-Snow","Undirected",29,"45"
"1353","Aemon-Targaryen-(Maester-Aemon)","Samwell-Tarly","Undirected",57,"45"
"1365","Aemon-Targaryen-(Maester-Aemon)","Stannis-Baratheon","Undirected",3,"45"
"1372","Alleras","Samwell-Tarly","Undirected",8,"45"
"1441","Clydas","Jon-Snow","Undirected",20,"45"
"1452","Clydas","Samwell-Tarly","Undirected",3,"45"
"1461","Clydas","Stannis-Baratheon","Undirected",3,"45"
"1481","Dareon","Gilly","Undirected",7,"45"
"1492","Dareon","Samwell-Tarly","Undirected",26,"45"
"1513","Gilly","Jon-Snow","Undirected",25,"45"
"1524","Gilly","Samwell-Tarly","Undirected",49,"45"
"1543","Gilly","Melisandre","Undirected",7,"45"
